n_sessions,mean_min,median_min,std_min,p5_min,p25_min,p75_min,p95_min,max_min,min_min,pct_micro_lt5,pct_short_5_30,pct_standard_30_60,pct_long_60_240,pct_vlong_gt240
5471,254.4719210382014,71.0,461.1370916750474,5.67,17.83,263.41499999999996,1253.5,7714.33,0.0,1.5719246938402487,32.699689270700055,12.008773533174923,27.19795284225918,26.521659660025588
