track,box,filename,hz
INTELLIVUE/NIBP_MEAN,box13,n7tdnucwu_250222_092333.vital,1.0
INTELLIVUE/NIBP_HR,box13,n7tdnucwu_250222_092333.vital,1.0
INTELLIVUE/ECG_III,box13,n7tdnucwu_241223_065537.vital,500.0
INTELLIVUE/ECG_II,box13,n7tdnucwu_241223_065537.vital,500.0
INTELLIVUE/PLETH,box13,n7tdnucwu_241223_065537.vital,125.0
INTELLIVUE/RESP,box13,n7tdnucwu_241223_065537.vital,62.5
INTELLIVUE/PLETH_SAT_O2,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/PLETH_HR,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/NIBP_SYS,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/NIBP_DIA,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/NIBP_MEAN,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/NIBP_HR,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/ECG_HR,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/RR,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/ST_I,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/ST_II,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/ST_III,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/ST_AVR,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/ST_AVL,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/ST_AVF,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/ST_V1,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/ST_V2,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/ST_V3,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/ST_V4,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/ST_V5,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/ST_V6,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box13,n7tdnucwu_241223_065537.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box13,n7tdnucwu_250409_013324.vital,1.0
INTELLIVUE/PLETH_HR,box13,n7tdnucwu_250409_013324.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box13,n7tdnucwu_250409_013324.vital,1.0
INTELLIVUE/ECG_HR,box13,n7tdnucwu_250409_013324.vital,1.0
INTELLIVUE/RR,box13,n7tdnucwu_250409_013324.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box13,n7tdnucwu_250409_013324.vital,1.0
INTELLIVUE/ABP_MEAN,box13,n7tdnucwu_250409_013324.vital,1.0
INTELLIVUE/ABP_SYS,box13,n7tdnucwu_250409_013324.vital,1.0
INTELLIVUE/ABP_DIA,box13,n7tdnucwu_250409_013324.vital,1.0
INTELLIVUE/ABP_HR,box13,n7tdnucwu_250409_013324.vital,1.0
INTELLIVUE/ECG_II,box13,n7tdnucwu_250409_013324.vital,500.0
INTELLIVUE/PLETH,box13,n7tdnucwu_250409_013324.vital,125.0
INTELLIVUE/RESP,box13,n7tdnucwu_250409_013324.vital,62.5
INTELLIVUE/ABP,box13,n7tdnucwu_250409_013324.vital,125.0
INTELLIVUE/ECG_II,box12,bqmn4pefx_250610_061659.vital,500.0
INTELLIVUE/PLETH,box12,bqmn4pefx_250610_061659.vital,125.0
INTELLIVUE/ICP,box12,bqmn4pefx_250610_061659.vital,125.0
INTELLIVUE/RESP,box12,bqmn4pefx_250610_061659.vital,62.5
INTELLIVUE/ICP_MEAN,box12,bqmn4pefx_250610_061659.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box12,bqmn4pefx_250610_061659.vital,1.0
INTELLIVUE/PLETH_HR,box12,bqmn4pefx_250610_061659.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box12,bqmn4pefx_250610_061659.vital,1.0
INTELLIVUE/NIBP_SYS,box12,bqmn4pefx_250610_061659.vital,1.0
INTELLIVUE/NIBP_DIA,box12,bqmn4pefx_250610_061659.vital,1.0
INTELLIVUE/NIBP_MEAN,box12,bqmn4pefx_250610_061659.vital,1.0
INTELLIVUE/NIBP_HR,box12,bqmn4pefx_250610_061659.vital,1.0
INTELLIVUE/ECG_HR,box12,bqmn4pefx_250610_061659.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box12,bqmn4pefx_250610_061659.vital,1.0
INTELLIVUE/RR,box12,bqmn4pefx_250610_061659.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box13,n7tdnucwu_250408_170605.vital,1.0
INTELLIVUE/PLETH_HR,box13,n7tdnucwu_250408_170605.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box13,n7tdnucwu_250408_170605.vital,1.0
INTELLIVUE/ECG_HR,box13,n7tdnucwu_250408_170605.vital,1.0
INTELLIVUE/RR,box13,n7tdnucwu_250408_170605.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box13,n7tdnucwu_250408_170605.vital,1.0
INTELLIVUE/ABP_MEAN,box13,n7tdnucwu_250408_170605.vital,1.0
INTELLIVUE/ABP_SYS,box13,n7tdnucwu_250408_170605.vital,1.0
INTELLIVUE/ABP_DIA,box13,n7tdnucwu_250408_170605.vital,1.0
INTELLIVUE/ABP_HR,box13,n7tdnucwu_250408_170605.vital,1.0
INTELLIVUE/ECG_II,box13,n7tdnucwu_250408_170605.vital,500.0
INTELLIVUE/PLETH,box13,n7tdnucwu_250408_170605.vital,125.0
INTELLIVUE/RESP,box13,n7tdnucwu_250408_170605.vital,62.5
INTELLIVUE/ABP,box13,n7tdnucwu_250408_170605.vital,125.0
INTELLIVUE/ECG_II,box13,n7tdnucwu_250409_212211.vital,500.0
INTELLIVUE/PLETH,box13,n7tdnucwu_250409_212211.vital,125.0
INTELLIVUE/RESP,box13,n7tdnucwu_250409_212211.vital,62.5
INTELLIVUE/ABP,box13,n7tdnucwu_250409_212211.vital,125.0
INTELLIVUE/PLETH_SAT_O2,box13,n7tdnucwu_250409_212211.vital,1.0
INTELLIVUE/PLETH_HR,box13,n7tdnucwu_250409_212211.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box13,n7tdnucwu_250409_212211.vital,1.0
INTELLIVUE/ECG_HR,box13,n7tdnucwu_250409_212211.vital,1.0
INTELLIVUE/RR,box13,n7tdnucwu_250409_212211.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box13,n7tdnucwu_250409_212211.vital,1.0
INTELLIVUE/ABP_MEAN,box13,n7tdnucwu_250409_212211.vital,1.0
INTELLIVUE/ABP_SYS,box13,n7tdnucwu_250409_212211.vital,1.0
INTELLIVUE/ABP_DIA,box13,n7tdnucwu_250409_212211.vital,1.0
INTELLIVUE/ABP_HR,box13,n7tdnucwu_250409_212211.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box13,n7tdnucwu_241223_184056.vital,1.0
INTELLIVUE/PLETH_HR,box13,n7tdnucwu_241223_184056.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box13,n7tdnucwu_241223_184056.vital,1.0
INTELLIVUE/NIBP_SYS,box13,n7tdnucwu_241223_184056.vital,1.0
INTELLIVUE/NIBP_DIA,box13,n7tdnucwu_241223_184056.vital,1.0
INTELLIVUE/NIBP_MEAN,box13,n7tdnucwu_241223_184056.vital,1.0
INTELLIVUE/NIBP_HR,box13,n7tdnucwu_241223_184056.vital,1.0
INTELLIVUE/ECG_HR,box13,n7tdnucwu_241223_184056.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box13,n7tdnucwu_241223_184056.vital,1.0
INTELLIVUE/ECG_II,box13,n7tdnucwu_241223_184056.vital,500.0
INTELLIVUE/PLETH,box13,n7tdnucwu_241223_184056.vital,125.0
INTELLIVUE/RESP,box13,n7tdnucwu_241223_184056.vital,62.5
INTELLIVUE/ST_III,box13,n7tdnucwu_241223_184056.vital,1.0
INTELLIVUE/ST_V,box13,n7tdnucwu_241223_184056.vital,1.0
INTELLIVUE/ECG_III,box13,n7tdnucwu_241223_184056.vital,500.0
INTELLIVUE/ST_I,box13,n7tdnucwu_241223_184056.vital,1.0
INTELLIVUE/ST_II,box13,n7tdnucwu_241223_184056.vital,1.0
INTELLIVUE/ST_AVR,box13,n7tdnucwu_241223_184056.vital,1.0
INTELLIVUE/ST_AVL,box13,n7tdnucwu_241223_184056.vital,1.0
INTELLIVUE/ST_AVF,box13,n7tdnucwu_241223_184056.vital,1.0
INTELLIVUE/RR,box13,n7tdnucwu_241223_184056.vital,1.0
INTELLIVUE/ECG_II,box13,n7tdnucwu_250402_183653.vital,500.0
INTELLIVUE/PLETH,box13,n7tdnucwu_250402_183653.vital,125.0
INTELLIVUE/RESP,box13,n7tdnucwu_250402_183653.vital,62.5
INTELLIVUE/PLETH_SAT_O2,box13,n7tdnucwu_250402_183653.vital,1.0
INTELLIVUE/PLETH_HR,box13,n7tdnucwu_250402_183653.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box13,n7tdnucwu_250402_183653.vital,1.0
INTELLIVUE/NIBP_SYS,box13,n7tdnucwu_250402_183653.vital,1.0
INTELLIVUE/NIBP_DIA,box13,n7tdnucwu_250402_183653.vital,1.0
INTELLIVUE/NIBP_MEAN,box13,n7tdnucwu_250402_183653.vital,1.0
INTELLIVUE/NIBP_HR,box13,n7tdnucwu_250402_183653.vital,1.0
INTELLIVUE/ECG_HR,box13,n7tdnucwu_250402_183653.vital,1.0
INTELLIVUE/RR,box13,n7tdnucwu_250402_183653.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box13,n7tdnucwu_250402_183653.vital,1.0
INTELLIVUE/ECG_II,box13,n7tdnucwu_250113_193958.vital,500.0
INTELLIVUE/PLETH,box13,n7tdnucwu_250113_193958.vital,125.0
INTELLIVUE/RESP,box13,n7tdnucwu_250113_193958.vital,62.5
INTELLIVUE/ABP,box13,n7tdnucwu_250113_193958.vital,125.0
INTELLIVUE/PLETH_SAT_O2,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/PLETH_HR,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/ECG_HR,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/ABP_MEAN,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/ABP_SYS,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/ABP_DIA,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/ABP_HR,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/LAP_MEAN,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/RR,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/ST_I,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/ST_II,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/ST_III,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/ST_AVR,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/ST_AVL,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/ST_AVF,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/ST_V,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/ECG_III,box13,n7tdnucwu_250113_193958.vital,500.0
INTELLIVUE/ECG_I,box13,n7tdnucwu_250113_193958.vital,500.0
INTELLIVUE/NIBP_SYS,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/NIBP_DIA,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/NIBP_MEAN,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/NIBP_HR,box13,n7tdnucwu_250113_193958.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box13,n7tdnucwu_250402_150531.vital,1.0
INTELLIVUE/PLETH_HR,box13,n7tdnucwu_250402_150531.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box13,n7tdnucwu_250402_150531.vital,1.0
INTELLIVUE/ECG_HR,box13,n7tdnucwu_250402_150531.vital,1.0
INTELLIVUE/RR,box13,n7tdnucwu_250402_150531.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box13,n7tdnucwu_250402_150531.vital,1.0
INTELLIVUE/ECG_II,box13,n7tdnucwu_250402_150531.vital,500.0
INTELLIVUE/PLETH,box13,n7tdnucwu_250402_150531.vital,125.0
INTELLIVUE/RESP,box13,n7tdnucwu_250402_150531.vital,62.5
INTELLIVUE/PLETH_SAT_O2,box13,n7tdnucwu_250129_083712.vital,1.0
INTELLIVUE/PLETH_HR,box13,n7tdnucwu_250129_083712.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box13,n7tdnucwu_250129_083712.vital,1.0
INTELLIVUE/ECG_HR,box13,n7tdnucwu_250129_083712.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box13,n7tdnucwu_250129_083712.vital,1.0
INTELLIVUE/ART_MEAN,box13,n7tdnucwu_250129_083712.vital,1.0
INTELLIVUE/ART_SYS,box13,n7tdnucwu_250129_083712.vital,1.0
INTELLIVUE/ART_DIA,box13,n7tdnucwu_250129_083712.vital,1.0
INTELLIVUE/ECG_II,box13,n7tdnucwu_250129_083712.vital,500.0
INTELLIVUE/PLETH,box13,n7tdnucwu_250129_083712.vital,125.0
INTELLIVUE/ART,box13,n7tdnucwu_250129_083712.vital,125.0
INTELLIVUE/RESP,box13,n7tdnucwu_250129_083712.vital,62.5
INTELLIVUE/RR,box13,n7tdnucwu_250129_083712.vital,1.0
INTELLIVUE/ECG_II,box13,m7p28zbtf_241102_210933.vital,500.0
INTELLIVUE/PLETH,box13,m7p28zbtf_241102_210933.vital,125.0
INTELLIVUE/RESP,box13,m7p28zbtf_241102_210933.vital,62.5
INTELLIVUE/PLETH_SAT_O2,box13,m7p28zbtf_241102_210933.vital,1.0
INTELLIVUE/PLETH_HR,box13,m7p28zbtf_241102_210933.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box13,m7p28zbtf_241102_210933.vital,1.0
INTELLIVUE/ECG_HR,box13,m7p28zbtf_241102_210933.vital,1.0
INTELLIVUE/RR,box13,m7p28zbtf_241102_210933.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box13,m7p28zbtf_241102_210933.vital,1.0
INTELLIVUE/NIBP_SYS,box13,m7p28zbtf_241102_210933.vital,1.0
INTELLIVUE/NIBP_DIA,box13,m7p28zbtf_241102_210933.vital,1.0
INTELLIVUE/NIBP_MEAN,box13,m7p28zbtf_241102_210933.vital,1.0
INTELLIVUE/NIBP_HR,box13,m7p28zbtf_241102_210933.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/PLETH_HR,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/NIBP_SYS,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/NIBP_DIA,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/NIBP_MEAN,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/NIBP_HR,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/ECG_HR,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/RR,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/ST_I,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/ST_II,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/ST_III,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/ST_AVR,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/ST_AVL,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/ST_AVF,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/ST_V1,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/ST_V2,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/ST_V3,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/ST_V4,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/ST_V5,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/ST_V6,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box13,n7tdnucwu_241222_163728.vital,1.0
INTELLIVUE/ECG_II,box13,n7tdnucwu_241222_163728.vital,500.0
INTELLIVUE/PLETH,box13,n7tdnucwu_241222_163728.vital,125.0
INTELLIVUE/RESP,box13,n7tdnucwu_241222_163728.vital,62.5
INTELLIVUE/ECG_III,box13,n7tdnucwu_241222_163728.vital,500.0
INTELLIVUE/ECG_III,box12,kuigebjtu_250707_193241.vital,500.0
INTELLIVUE/ICP,box12,kuigebjtu_250707_193241.vital,125.0
INTELLIVUE/ECG_II,box12,kuigebjtu_250707_193241.vital,500.0
INTELLIVUE/PLETH,box12,kuigebjtu_250707_193241.vital,125.0
INTELLIVUE/ART,box12,kuigebjtu_250707_193241.vital,125.0
INTELLIVUE/CO2,box12,kuigebjtu_250707_193241.vital,62.5
INTELLIVUE/RESP,box12,kuigebjtu_250707_193241.vital,62.5
INTELLIVUE/TEMP,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/ICP_MEAN,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/ART_MEAN,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/ART_SYS,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/ART_DIA,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/HR,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/ECG_HR,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/RR,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/ST_I,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/ST_II,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/ST_III,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/ST_AVR,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/ST_AVL,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/ST_AVF,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/ST_V,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/ST_MCL,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/AWAY_CO2_ET,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/AWAY_CO2_INSP_MIN,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/NIBP_SYS,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/NIBP_DIA,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/NIBP_MEAN,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/NIBP_HR,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/FIO2,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/VENT_RR,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/TV_EXP,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/TV_INSP,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/PIP_CMH2O,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/PEEP_CMH2O,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/PPLAT_CMH2O,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/EEG_BIS,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/EEG_BIS_SQI,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/EMG_ELEC_POTL_MUSCL,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/EEG_BIS_ASYM,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/EEG_RATIO_SUPPRN,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/PLETH_HR,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box12,kuigebjtu_250707_193241.vital,1.0
INTELLIVUE/ECG_I,box12,kuigebjtu_250707_193241.vital,500.0
INTELLIVUE/ECG_II,box13,n7tdnucwu_250324_174628.vital,500.0
INTELLIVUE/PLETH,box13,n7tdnucwu_250324_174628.vital,125.0
INTELLIVUE/RESP,box13,n7tdnucwu_250324_174628.vital,62.5
INTELLIVUE/PLETH_SAT_O2,box13,n7tdnucwu_250324_174628.vital,1.0
INTELLIVUE/PLETH_HR,box13,n7tdnucwu_250324_174628.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box13,n7tdnucwu_250324_174628.vital,1.0
INTELLIVUE/NIBP_SYS,box13,n7tdnucwu_250324_174628.vital,1.0
INTELLIVUE/NIBP_DIA,box13,n7tdnucwu_250324_174628.vital,1.0
INTELLIVUE/NIBP_MEAN,box13,n7tdnucwu_250324_174628.vital,1.0
INTELLIVUE/NIBP_HR,box13,n7tdnucwu_250324_174628.vital,1.0
INTELLIVUE/ECG_HR,box13,n7tdnucwu_250324_174628.vital,1.0
INTELLIVUE/RR,box13,n7tdnucwu_250324_174628.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box13,n7tdnucwu_250324_174628.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/PLETH_HR,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/NIBP_SYS,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/NIBP_DIA,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/NIBP_MEAN,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/NIBP_HR,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/ECG_HR,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/RR,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/ST_I,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/ST_II,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/ST_III,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/ST_AVR,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/ST_AVL,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/ST_AVF,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/ST_V1,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/ST_V2,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/ST_V3,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/ST_V4,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/ST_V5,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/ST_V6,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box14,7gibrwfgp_250215_003733.vital,1.0
INTELLIVUE/ECG_II,box14,7gibrwfgp_250215_003733.vital,500.0
INTELLIVUE/PLETH,box14,7gibrwfgp_250215_003733.vital,125.0
INTELLIVUE/RESP,box14,7gibrwfgp_250215_003733.vital,62.5
INTELLIVUE/ECG_III,box14,7gibrwfgp_250215_003733.vital,500.0
INTELLIVUE/PLETH_SAT_O2,box13,n7tdnucwu_250105_165247.vital,1.0
INTELLIVUE/PLETH_HR,box13,n7tdnucwu_250105_165247.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box13,n7tdnucwu_250105_165247.vital,1.0
INTELLIVUE/ECG_HR,box13,n7tdnucwu_250105_165247.vital,1.0
INTELLIVUE/RR,box13,n7tdnucwu_250105_165247.vital,1.0
INTELLIVUE/ST_I,box13,n7tdnucwu_250105_165247.vital,1.0
INTELLIVUE/ST_II,box13,n7tdnucwu_250105_165247.vital,1.0
INTELLIVUE/ST_III,box13,n7tdnucwu_250105_165247.vital,1.0
INTELLIVUE/ST_AVR,box13,n7tdnucwu_250105_165247.vital,1.0
INTELLIVUE/ST_AVL,box13,n7tdnucwu_250105_165247.vital,1.0
INTELLIVUE/ST_AVF,box13,n7tdnucwu_250105_165247.vital,1.0
INTELLIVUE/ST_V,box13,n7tdnucwu_250105_165247.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box13,n7tdnucwu_250105_165247.vital,1.0
INTELLIVUE/ABP_MEAN,box13,n7tdnucwu_250105_165247.vital,1.0
INTELLIVUE/ABP_SYS,box13,n7tdnucwu_250105_165247.vital,1.0
INTELLIVUE/ABP_DIA,box13,n7tdnucwu_250105_165247.vital,1.0
INTELLIVUE/ABP_HR,box13,n7tdnucwu_250105_165247.vital,1.0
INTELLIVUE/ECG_II,box13,n7tdnucwu_250105_165247.vital,500.0
INTELLIVUE/PLETH,box13,n7tdnucwu_250105_165247.vital,125.0
INTELLIVUE/RESP,box13,n7tdnucwu_250105_165247.vital,62.5
INTELLIVUE/ECG_III,box13,n7tdnucwu_250105_165247.vital,500.0
INTELLIVUE/ABP,box13,n7tdnucwu_250105_165247.vital,125.0
INTELLIVUE/ECG_I,box13,n7tdnucwu_250105_165247.vital,500.0
INTELLIVUE/PRESS_CEREB_PERF,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/EEG_BIS,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/EEG_BIS_SQI,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/EMG_ELEC_POTL_MUSCL,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/EEG_RATIO_SUPPRN,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/FIO2,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/VENT_RR,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/VENT_RR_SPONT,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/TV_EXP,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/TV_INSP,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/MV_EXP,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/MV_INSP,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/PIP_CMH2O,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/PPLAT_CMH2O,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/PEEP_CMH2O,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/PLETH_HR,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/ECG_HR,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/RR,box13,n7tdnucwu_250317_124720.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box13,n7tdnucwu_250317_124720.vital,1.0
