track,box,filename,hz
INTELLIVUE/ST_II,box3,n5j8vrrsb_250128_184512.vital,1.0
INTELLIVUE/ST_III,box3,n5j8vrrsb_250128_184512.vital,1.0
INTELLIVUE/ST_AVR,box3,n5j8vrrsb_250128_184512.vital,1.0
INTELLIVUE/ST_AVL,box3,n5j8vrrsb_250128_184512.vital,1.0
INTELLIVUE/ST_AVF,box3,n5j8vrrsb_250128_184512.vital,1.0
INTELLIVUE/ECG_III,box3,n5j8vrrsb_250128_184512.vital,500.0
INTELLIVUE/ST_V,box3,n5j8vrrsb_250128_184512.vital,1.0
INTELLIVUE/ST_MCL,box3,n5j8vrrsb_250128_184512.vital,1.0
INTELLIVUE/PPV,box4,nd7wx5v9h_250409_150414.vital,1.0
INTELLIVUE/ABP_MEAN,box4,nd7wx5v9h_250409_150414.vital,1.0
INTELLIVUE/ABP_SYS,box4,nd7wx5v9h_250409_150414.vital,1.0
INTELLIVUE/ABP_DIA,box4,nd7wx5v9h_250409_150414.vital,1.0
INTELLIVUE/ABP_HR,box4,nd7wx5v9h_250409_150414.vital,1.0
INTELLIVUE/ECG_HR,box4,nd7wx5v9h_250409_150414.vital,1.0
INTELLIVUE/RR,box4,nd7wx5v9h_250409_150414.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box4,nd7wx5v9h_250409_150414.vital,1.0
INTELLIVUE/ECG_II,box4,nd7wx5v9h_250409_150414.vital,500.0
INTELLIVUE/PLETH,box4,nd7wx5v9h_250409_150414.vital,125.0
INTELLIVUE/RESP,box4,nd7wx5v9h_250409_150414.vital,62.5
INTELLIVUE/ABP,box4,nd7wx5v9h_250409_150414.vital,125.0
INTELLIVUE/PLETH_SAT_O2,box4,nd7wx5v9h_250409_150414.vital,1.0
INTELLIVUE/PLETH_HR,box4,nd7wx5v9h_250409_150414.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box4,nd7wx5v9h_250409_150414.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/PLETH_HR,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/ECG_HR,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/RR,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/ECG_II,box4,nd7wx5v9h_251216_191658.vital,500.0
INTELLIVUE/PLETH,box4,nd7wx5v9h_251216_191658.vital,125.0
INTELLIVUE/RESP,box4,nd7wx5v9h_251216_191658.vital,62.5
INTELLIVUE/ST_I,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/ST_II,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/ST_III,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/ST_AVR,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/ST_AVL,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/ST_AVF,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/ST_V,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/ST_MCL,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/ECG_III,box4,nd7wx5v9h_251216_191658.vital,500.0
INTELLIVUE/NIBP_SYS,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/NIBP_DIA,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/NIBP_MEAN,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/NIBP_HR,box4,nd7wx5v9h_251216_191658.vital,1.0
INTELLIVUE/ECG_I,box4,nd7wx5v9h_251216_191658.vital,500.0
INTELLIVUE/ECG_II,box4,nd7wx5v9h_250705_165226.vital,500.0
INTELLIVUE/PLETH,box4,nd7wx5v9h_250705_165226.vital,125.0
INTELLIVUE/RESP,box4,nd7wx5v9h_250705_165226.vital,62.5
INTELLIVUE/ECG_III,box4,nd7wx5v9h_250705_165226.vital,500.0
INTELLIVUE/ABP,box4,nd7wx5v9h_250705_165226.vital,125.0
INTELLIVUE/ABP_MEAN,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/ABP_SYS,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/ABP_DIA,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/ABP_HR,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/PLETH_HR,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/ECG_HR,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/RR,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/ST_I,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/ST_II,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/ST_III,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/ST_AVR,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/ST_AVL,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/ST_AVF,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/ST_V,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/ST_MCL,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box4,nd7wx5v9h_250705_165226.vital,1.0
INTELLIVUE/PRESS_CEREB_PERF,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/PPV,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/FIO2,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/VENT_RR,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/TV_EXP,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/TV_INSP,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/PIP_CMH2O,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/PEEP_CMH2O,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/PPLAT_CMH2O,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/ABP_MEAN,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/ABP_SYS,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/ABP_DIA,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/ABP_HR,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/ICP_MEAN,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/PLETH_HR,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/ECG_HR,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/RR,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/ST_I,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/ST_II,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/ST_III,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/ST_AVR,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/ST_AVL,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/ST_AVF,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/AWAY_CO2_ET,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/AWAY_CO2_INSP_MIN,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/ECG_II,box4,nd7wx5v9h_251104_073702.vital,500.0
INTELLIVUE/PLETH,box4,nd7wx5v9h_251104_073702.vital,125.0
INTELLIVUE/CO2,box4,nd7wx5v9h_251104_073702.vital,62.5
INTELLIVUE/RESP,box4,nd7wx5v9h_251104_073702.vital,62.5
INTELLIVUE/ECG_III,box4,nd7wx5v9h_251104_073702.vital,500.0
INTELLIVUE/ABP,box4,nd7wx5v9h_251104_073702.vital,125.0
INTELLIVUE/ICP,box4,nd7wx5v9h_251104_073702.vital,125.0
INTELLIVUE/ST_V,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/ST_MCL,box4,nd7wx5v9h_251104_073702.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/PLETH_HR,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/ECG_HR,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/RR,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/ST_I,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/ST_II,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/ST_III,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/ST_AVR,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/ST_AVL,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/ST_AVF,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/ST_V,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/ST_MCL,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/ECG_II,box4,nd7wx5v9h_251218_065215.vital,500.0
INTELLIVUE/PLETH,box4,nd7wx5v9h_251218_065215.vital,125.0
INTELLIVUE/RESP,box4,nd7wx5v9h_251218_065215.vital,62.5
INTELLIVUE/ECG_III,box4,nd7wx5v9h_251218_065215.vital,500.0
INTELLIVUE/NIBP_SYS,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/NIBP_DIA,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/NIBP_MEAN,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/NIBP_HR,box4,nd7wx5v9h_251218_065215.vital,1.0
INTELLIVUE/ECG_II,box4,nd7wx5v9h_251203_090928.vital,500.0
INTELLIVUE/PLETH,box4,nd7wx5v9h_251203_090928.vital,125.0
INTELLIVUE/RESP,box4,nd7wx5v9h_251203_090928.vital,62.5
INTELLIVUE/ICP,box4,nd7wx5v9h_251203_090928.vital,125.0
INTELLIVUE/ICP_MEAN,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/PLETH_HR,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/ECG_HR,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/RR,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/ST_I,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/ST_II,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/ST_III,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/ST_AVR,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/ST_AVL,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/ST_AVF,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/ST_V,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/ST_MCL,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/ECG_III,box4,nd7wx5v9h_251203_090928.vital,500.0
INTELLIVUE/NIBP_SYS,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/NIBP_DIA,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/NIBP_MEAN,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/NIBP_HR,box4,nd7wx5v9h_251203_090928.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box4,nd7wx5v9h_241219_130639.vital,1.0
INTELLIVUE/PLETH_HR,box4,nd7wx5v9h_241219_130639.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box4,nd7wx5v9h_241219_130639.vital,1.0
INTELLIVUE/ECG_HR,box4,nd7wx5v9h_241219_130639.vital,1.0
INTELLIVUE/ST_III,box4,nd7wx5v9h_241219_130639.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box4,nd7wx5v9h_241219_130639.vital,1.0
INTELLIVUE/ART_MEAN,box4,nd7wx5v9h_241219_130639.vital,1.0
INTELLIVUE/ART_SYS,box4,nd7wx5v9h_241219_130639.vital,1.0
INTELLIVUE/ART_DIA,box4,nd7wx5v9h_241219_130639.vital,1.0
INTELLIVUE/ECG_II,box4,nd7wx5v9h_241219_130639.vital,500.0
INTELLIVUE/PLETH,box4,nd7wx5v9h_241219_130639.vital,125.0
INTELLIVUE/RESP,box4,nd7wx5v9h_241219_130639.vital,62.5
INTELLIVUE/ECG_III,box4,nd7wx5v9h_241219_130639.vital,500.0
INTELLIVUE/ART,box4,nd7wx5v9h_241219_130639.vital,125.0
INTELLIVUE/ST_V,box4,nd7wx5v9h_241219_130639.vital,1.0
INTELLIVUE/ST_I,box4,nd7wx5v9h_241219_130639.vital,1.0
INTELLIVUE/ST_II,box4,nd7wx5v9h_241219_130639.vital,1.0
INTELLIVUE/ST_AVR,box4,nd7wx5v9h_241219_130639.vital,1.0
INTELLIVUE/ST_AVL,box4,nd7wx5v9h_241219_130639.vital,1.0
INTELLIVUE/ST_AVF,box4,nd7wx5v9h_241219_130639.vital,1.0
INTELLIVUE/ST_MCL,box4,nd7wx5v9h_241219_130639.vital,1.0
INTELLIVUE/RR,box4,nd7wx5v9h_241219_130639.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/PLETH_HR,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/ECG_HR,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/RR,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/ST_I,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/ST_II,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/ST_III,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/ST_AVR,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/ST_AVL,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/ST_AVF,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/ST_V,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/ST_MCL,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/NIBP_SYS,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/NIBP_DIA,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/NIBP_MEAN,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/NIBP_HR,box4,nd7wx5v9h_251217_045041.vital,1.0
INTELLIVUE/ECG_II,box4,nd7wx5v9h_251217_045041.vital,500.0
INTELLIVUE/PLETH,box4,nd7wx5v9h_251217_045041.vital,125.0
INTELLIVUE/RESP,box4,nd7wx5v9h_251217_045041.vital,62.5
INTELLIVUE/ECG_III,box4,nd7wx5v9h_251217_045041.vital,500.0
INTELLIVUE/ECG_II,box4,nd7wx5v9h_251203_053912.vital,500.0
INTELLIVUE/PLETH,box4,nd7wx5v9h_251203_053912.vital,125.0
INTELLIVUE/RESP,box4,nd7wx5v9h_251203_053912.vital,62.5
INTELLIVUE/ECG_III,box4,nd7wx5v9h_251203_053912.vital,500.0
INTELLIVUE/ICP,box4,nd7wx5v9h_251203_053912.vital,125.0
INTELLIVUE/ICP_MEAN,box4,nd7wx5v9h_251203_053912.vital,1.0
INTELLIVUE/ECG_HR,box4,nd7wx5v9h_251203_053912.vital,1.0
INTELLIVUE/RR,box4,nd7wx5v9h_251203_053912.vital,1.0
INTELLIVUE/ST_I,box4,nd7wx5v9h_251203_053912.vital,1.0
INTELLIVUE/ST_II,box4,nd7wx5v9h_251203_053912.vital,1.0
INTELLIVUE/ST_III,box4,nd7wx5v9h_251203_053912.vital,1.0
INTELLIVUE/ST_AVR,box4,nd7wx5v9h_251203_053912.vital,1.0
INTELLIVUE/ST_AVL,box4,nd7wx5v9h_251203_053912.vital,1.0
INTELLIVUE/ST_AVF,box4,nd7wx5v9h_251203_053912.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box4,nd7wx5v9h_251203_053912.vital,1.0
INTELLIVUE/NIBP_SYS,box4,nd7wx5v9h_251203_053912.vital,1.0
INTELLIVUE/NIBP_DIA,box4,nd7wx5v9h_251203_053912.vital,1.0
INTELLIVUE/NIBP_MEAN,box4,nd7wx5v9h_251203_053912.vital,1.0
INTELLIVUE/NIBP_HR,box4,nd7wx5v9h_251203_053912.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box4,nd7wx5v9h_251203_053912.vital,1.0
INTELLIVUE/PLETH_HR,box4,nd7wx5v9h_251203_053912.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box4,nd7wx5v9h_251203_053912.vital,1.0
INTELLIVUE/ECG_II,box4,nd7wx5v9h_251203_074106.vital,500.0
INTELLIVUE/PLETH,box4,nd7wx5v9h_251203_074106.vital,125.0
INTELLIVUE/RESP,box4,nd7wx5v9h_251203_074106.vital,62.5
INTELLIVUE/ECG_III,box4,nd7wx5v9h_251203_074106.vital,500.0
INTELLIVUE/ICP,box4,nd7wx5v9h_251203_074106.vital,125.0
INTELLIVUE/ICP_MEAN,box4,nd7wx5v9h_251203_074106.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box4,nd7wx5v9h_251203_074106.vital,1.0
INTELLIVUE/PLETH_HR,box4,nd7wx5v9h_251203_074106.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box4,nd7wx5v9h_251203_074106.vital,1.0
INTELLIVUE/ECG_HR,box4,nd7wx5v9h_251203_074106.vital,1.0
INTELLIVUE/RR,box4,nd7wx5v9h_251203_074106.vital,1.0
INTELLIVUE/ST_I,box4,nd7wx5v9h_251203_074106.vital,1.0
INTELLIVUE/ST_II,box4,nd7wx5v9h_251203_074106.vital,1.0
INTELLIVUE/ST_III,box4,nd7wx5v9h_251203_074106.vital,1.0
INTELLIVUE/ST_AVR,box4,nd7wx5v9h_251203_074106.vital,1.0
INTELLIVUE/ST_AVL,box4,nd7wx5v9h_251203_074106.vital,1.0
INTELLIVUE/ST_AVF,box4,nd7wx5v9h_251203_074106.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box4,nd7wx5v9h_251203_074106.vital,1.0
INTELLIVUE/NIBP_SYS,box4,nd7wx5v9h_251203_074106.vital,1.0
INTELLIVUE/NIBP_DIA,box4,nd7wx5v9h_251203_074106.vital,1.0
INTELLIVUE/NIBP_MEAN,box4,nd7wx5v9h_251203_074106.vital,1.0
INTELLIVUE/NIBP_HR,box4,nd7wx5v9h_251203_074106.vital,1.0
INTELLIVUE/ECG_II,box4,nd7wx5v9h_260210_155015.vital,500.0
INTELLIVUE/PLETH,box4,nd7wx5v9h_260210_155015.vital,125.0
INTELLIVUE/CO2,box4,nd7wx5v9h_260210_155015.vital,62.5
INTELLIVUE/RESP,box4,nd7wx5v9h_260210_155015.vital,62.5
INTELLIVUE/ABP,box4,nd7wx5v9h_260210_155015.vital,125.0
INTELLIVUE/ABP_MEAN,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/ABP_SYS,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/ABP_DIA,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/ABP_HR,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/PLETH_HR,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/ECG_HR,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/RR,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/AWAY_CO2_ET,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/AWAY_CO2_INSP_MIN,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/FIO2,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/VENT_RR,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/TV_EXP,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/TV_INSP,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/PIP_CMH2O,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/PEEP_CMH2O,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/PPLAT_CMH2O,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/EEG_BIS_SQI,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/EMG_ELEC_POTL_MUSCL,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/EEG_BIS_ASYM,box4,nd7wx5v9h_260210_155015.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/PLETH_HR,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/NIBP_SYS,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/NIBP_DIA,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/NIBP_MEAN,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/NIBP_HR,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/ECG_HR,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/RR,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/ST_I,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/ST_II,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/ST_III,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/ST_AVR,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/ST_AVL,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/ST_AVF,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/ST_V,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/ST_MCL,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/ICP_MEAN,box5,xpwhbn6yp_250529_182526.vital,1.0
INTELLIVUE/ECG_II,box5,xpwhbn6yp_250529_182526.vital,500.0
INTELLIVUE/PLETH,box5,xpwhbn6yp_250529_182526.vital,125.0
INTELLIVUE/ICP,box5,xpwhbn6yp_250529_182526.vital,125.0
INTELLIVUE/RESP,box5,xpwhbn6yp_250529_182526.vital,62.5
INTELLIVUE/ECG_III,box5,xpwhbn6yp_250529_182526.vital,500.0
INTELLIVUE/PLETH_SAT_O2,box5,xpwhbn6yp_250111_120443.vital,1.0
INTELLIVUE/PLETH_HR,box5,xpwhbn6yp_250111_120443.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box5,xpwhbn6yp_250111_120443.vital,1.0
INTELLIVUE/ECG_HR,box5,xpwhbn6yp_250111_120443.vital,1.0
INTELLIVUE/RR,box5,xpwhbn6yp_250111_120443.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box5,xpwhbn6yp_250111_120443.vital,1.0
INTELLIVUE/ECG_II,box5,xpwhbn6yp_250111_120443.vital,500.0
INTELLIVUE/PLETH,box5,xpwhbn6yp_250111_120443.vital,125.0
INTELLIVUE/CO2,box5,xpwhbn6yp_250111_120443.vital,62.5
INTELLIVUE/RESP,box5,xpwhbn6yp_250111_120443.vital,62.5
INTELLIVUE/ST_I,box5,xpwhbn6yp_250111_120443.vital,1.0
INTELLIVUE/ST_II,box5,xpwhbn6yp_250111_120443.vital,1.0
INTELLIVUE/ST_III,box5,xpwhbn6yp_250111_120443.vital,1.0
INTELLIVUE/ST_AVR,box5,xpwhbn6yp_250111_120443.vital,1.0
INTELLIVUE/ST_AVL,box5,xpwhbn6yp_250111_120443.vital,1.0
INTELLIVUE/ST_AVF,box5,xpwhbn6yp_250111_120443.vital,1.0
INTELLIVUE/ST_V,box5,xpwhbn6yp_250111_120443.vital,1.0
INTELLIVUE/ST_MCL,box5,xpwhbn6yp_250111_120443.vital,1.0
INTELLIVUE/ECG_III,box5,xpwhbn6yp_250111_120443.vital,500.0
INTELLIVUE/ART_MEAN,box4,nd7wx5v9h_251020_144903.vital,1.0
INTELLIVUE/ART_SYS,box4,nd7wx5v9h_251020_144903.vital,1.0
INTELLIVUE/ART_DIA,box4,nd7wx5v9h_251020_144903.vital,1.0
INTELLIVUE/PLETH_SAT_O2,box4,nd7wx5v9h_251020_144903.vital,1.0
INTELLIVUE/PLETH_HR,box4,nd7wx5v9h_251020_144903.vital,1.0
INTELLIVUE/PLETH_PERF_REL,box4,nd7wx5v9h_251020_144903.vital,1.0
INTELLIVUE/ECG_HR,box4,nd7wx5v9h_251020_144903.vital,1.0
INTELLIVUE/RR,box4,nd7wx5v9h_251020_144903.vital,1.0
INTELLIVUE/ECG_VPC_CNT,box4,nd7wx5v9h_251020_144903.vital,1.0
INTELLIVUE/FIO2,box4,nd7wx5v9h_251020_144903.vital,1.0
INTELLIVUE/VENT_RR,box4,nd7wx5v9h_251020_144903.vital,1.0
INTELLIVUE/TV_EXP,box4,nd7wx5v9h_251020_144903.vital,1.0
INTELLIVUE/TV_INSP,box4,nd7wx5v9h_251020_144903.vital,1.0
INTELLIVUE/PIP_CMH2O,box4,nd7wx5v9h_251020_144903.vital,1.0
INTELLIVUE/PEEP_CMH2O,box4,nd7wx5v9h_251020_144903.vital,1.0
INTELLIVUE/PPLAT_CMH2O,box4,nd7wx5v9h_251020_144903.vital,1.0
INTELLIVUE/ECG_II,box4,nd7wx5v9h_251020_144903.vital,500.0
INTELLIVUE/PLETH,box4,nd7wx5v9h_251020_144903.vital,125.0
INTELLIVUE/ART,box4,nd7wx5v9h_251020_144903.vital,125.0
INTELLIVUE/CO2,box4,nd7wx5v9h_251020_144903.vital,62.5
